CCXXXII;Poséidon;Výronas,Ano Liossia,Psychico,Athènes,Keratsini,Nea Smyrni,Alonistena,Kalamata,Drama,Aegio,Athènes
CCXXXIII;Asclépios;Alonistena,Eyosmos,Nikaia,Le Pirée,Aegio,Larissa,Agrinion,Komotiní,Nea Smyrni,Ermoúpoli
CCXXXIV;Aphrodite;Rhodes,Kefalonia,La Canée,Výronas,Corfou
CCXXXV;Éris;Réthymnon,Ermoúpoli,Kefalonia
CCXXXVI;Dionysos;Filothei,Saloniki
CCXXXVII;Até;Souflí,Ermoúpoli
CCXXXVIII;Hygie;Athènes,Volos,Corinthe,Héraklion,Kamatero,Kefalonia,Nikaia
CCXXXIX;Éros;Mégara,Olympie,Kastoria,Iolkos,Filothei
CCXL;Morphée;Alonistena,Thèbes,Výronas,Réthymnon,Nea Smyrni,Argos,Larissa,Kordelio
CCXLI;Triton;Mykonos,Lamía,Stravroupoli,Patras,Výronas,Réthymnon,Ermoúpoli,Argos,Saloniki,Psychico,Mégara,Rhodes
CCXLII;Déméter;Agios Nikolaos,Sparte,Trikala,Porto Héli,Eyosmos,Ierapetra,Komotiní,Drama,Orestiáda,Volos,Kateríni,Stravroupoli,Rhodes,Nauplie
CCXLIII;Déméter;Zefyri,Nea Smyrni,Stravroupoli,La Canée,Corfou,Kalamaria,Pylaia,Ioannina,Héraklion,Psychico
CCXLIV;Até;Volos,Saloniki,Athènes,Komotiní
CCXLV;Éris;Théra,Ermoúpoli,Amfissa,Kalamata,Monemvasia,Monemvasia,Stravroupoli,Psychico,Ierapetra
CCXLVI;Hestia;Corinthe,Stravroupoli,Sparte,Psychico,Kamatero,Orestiáda,Agios Nikolaos,Zefyri,Corinthe,Réthymnon,Kozani,Keratsini,Pylaia
CCXLVII;Héraclès;Orestiáda,Ierapetra,Héraklion,Nea Ionia,Arta,Mégara,Thessalonique,Ermoúpoli,Pylaia,Kateríni,Nea Ionia,Kavala,Rhodes
CCXLVIII;Priape;Komotiní,Kamatero,Alonistena,Agrinion,Thèbes,Amfissa,Výronas,Corinthe,Alonistena,Ermoúpoli,Nikaia,Ermoúpoli,Théra,Sparte,Saloniki,Kordelio
CCXLIX;Pan;Kalamaria,Kordelio,Pylaia,Olympie,Iolkos,Rhodes,Nea Ionia,Nea Ionia,Komotiní
CCL;Chloris;La Canée,Agios Nikolaos,Ano Liossia,Orestiáda,Agrinion,Kavala,Výronas,Iolkos,Alonistena,Olympie,Keratsini,Kalamata,Nea Smyrni,Corinthe,Delphes,Trikala
CCLI;Hébé;Kalamata,Théra,Rhodes,Athènes,Zefyri,Mégara,Nea Ionia,Réthymnon
CCLII;Héra;Xanthi,Eyosmos,Aegio,Kefalonia,Ierapetra,Drama,Nauplie,Mykonos,Amfissa,Souflí,Porto Héli,Larissa,Pylaia,Arta,Orestiáda
CCLIII;Ouranos;Nea Smyrni,Ano Liossia,Kordelio,Ioannina,Kateríni,Orestiáda,La Canée,Thessalonique
CCLIV;Hélios;Athènes,Mykonos,Héraklion,Sparte,Trikala,Réthymnon,Orestiáda,Thessalonique,Athènes,Réthymnon,Trikala,Ermoúpoli
CCLV;Morphée;Orestiáda,Kavala,Réthymnon,Lamía,Souflí,Mykonos,Kalamata,Lamía,Ermoúpoli,Kefalonia,Monemvasia
CCLVI;Dionysos;Athènes,Filothei,Nea Smyrni,Corfou,Agrinion,Ioannina
CCLVII;Éros;Arta,Drama,Mégara,Kalamata
CCLVIII;Priape;Thessalonique,Kastoria,Pylaia,Saloniki,Olympie,Psychico,Filothei,Iolkos,Corinthe,Aegio
CCLIX;Arès;Amfissa,Zefyri,Arta,Nauplie,Le Pirée,Porto Héli,Karditsa,Agios Nikolaos,Mégara,Výronas,Amfissa,Alonistena,Psychico,Eyosmos,Thessalonique
CCLX;Achlys;Arta,Mykonos,Keratsini,Agios Nikolaos,Eyosmos,Corinthe,Olympie,Nikaia
CCLXI;Hestia;Ermoúpoli,Arta,Kordelio,Stravroupoli,Drama,Alexandroúpoli,Réthymnon,Patras,Réthymnon,Corfou,Nea Ionia,Athènes
CCLXII;Charon;Výronas,Saloniki,Xanthi,Mykonos,Monemvasia,Ano Liossia,Nea Ionia,Amfissa,Zefyri
CCLXIII;Thétis;Výronas,Kamatero,Nikaia,Thèbes,Amfissa,Agios Nikolaos,Larissa,Stravroupoli,Sparte,Thèbes,Kalamaria,Héraklion,Kavala
CCLXIV;Déméter;Xanthi,Saloniki,Trikala,Nea Smyrni,Patras
CCLXV;Hécate;Karditsa,Kalamata,Patras,Kefalonia,Výronas,Kamatero,Mykonos,Stravroupoli,Mégara,Larissa,Aegio
CCLXVI;Aphrodite;Rhodes,Agrinion,Eyosmos,Kavala,Thessalonique,Psychico
CCLXVII;Zéphyr;Pylaia,Filothei,Delphes,Xanthi,Delphes,Kalamata,Kozani,Souflí,Monemvasia,Alonistena,Nauplie,La Canée,Nikaia
CCLXVIII;Poséidon;Kavala,Stravroupoli,Orestiáda,Argos,Stravroupoli,Arta,Ano Liossia,Volos
CCLXIX;Ouranos;Ierapetra,Kalamata,Ermoúpoli,Corfou,Thessalonique,Alonistena,Thessalonique,Výronas,Athènes,Corinthe,Ioannina,Ioannina
CCLXX;Tyché;Trikala,Ermoúpoli,Trikala,Amfissa,Corfou,Réthymnon,Aegio
CCLXXI;Gaïa;Corinthe,La Canée,Keratsini,Kamatero,Héraklion,Mykonos,Kozani,Sparte,Alexandroúpoli
CCLXXII;Ouranos;Rhodes,Psychico,Agios Nikolaos
CCLXXIII;Até;Nikaia,Nea Smyrni,Le Pirée,Kordelio,Corinthe,Athènes,Ano Liossia,Ioannina,Athènes
CCLXXIV;Héraclès;Filothei,Porto Héli,Mykonos,Kateríni,Stravroupoli,Corinthe,Nea Ionia,Olympie,Théra
CCLXXV;Rhadamanthe;Monemvasia,Patras,Sparte,Amfissa,Kalamaria,Réthymnon,Pylaia,Kastoria
CCLXXVI;Éris;Pylaia,Kavala,Aegio,Monemvasia,Eyosmos,Le Pirée,Orestiáda
CCLXXVII;Océanos;Mykonos,Psychico,Komotiní,Xanthi,Kateríni
CCLXXVIII;Asclépios;Argos,Kozani,Saloniki,Kamatero,Xanthi,Monemvasia,Psychico,Xanthi
CCLXXIX;Rhéa;Delphes,Thessalonique,Aegio,Nikaia,Kateríni,Stravroupoli,Nauplie,Thessalonique
CCLXXX;Léto;Ano Liossia,Corinthe,Alexandroúpoli,Ierapetra
CCLXXXI;Tyché;Rhodes,Ermoúpoli,Thessalonique,Réthymnon,Alexandroúpoli
CCLXXXII;Séléné;Patras,Filothei,Théra
CCLXXXIII;Pan;Drama,Trikala,Keratsini,Amfissa,Nea Ionia,Filothei,Saloniki,Komotiní,Karditsa,Kalamata
CCLXXXIV;Ouranos;Agrinion,Zefyri,Corfou,Filothei,Ano Liossia
CCLXXXV;Hestia;Volos,Eyosmos,Orestiáda,Kamatero,Kefalonia,Kamatero,Mégara,Thèbes,Kefalonia,Zefyri,Kozani,Kastoria,Kamatero,Olympie
CCLXXXVI;Gaïa;Thèbes,Iolkos
CCLXXXVII;Cronos;Thessalonique,Volos
CCLXXXVIII;Hestia;Saloniki,Olympie,Alexandroúpoli,Monemvasia,Drama,Lamía
CCLXXXIX;Éros;Kozani,Larissa,Pylaia,Réthymnon,Mégara,Pylaia,La Canée,Agrinion,Kavala,Drama,Kastoria,Volos,Saloniki,Kefalonia,Réthymnon,Héraklion
CCXC;Poséidon;Le Pirée,Saloniki,Kalamata,Delphes,Nea Smyrni,Thèbes,Kavala,Thèbes,Héraklion
CCXCI;Atlas;Trikala,Stravroupoli,Kavala,Agios Nikolaos,Eyosmos,Kastoria,Larissa,Le Pirée,Nea Ionia
CCXCII;Achlys;Le Pirée,Filothei,Ioannina,Kastoria,Corinthe,Aegio,Théra,Pylaia
CCXCIII;Asclépios;Monemvasia,Thèbes,Amfissa,Zefyri,Filothei,Aegio,Agrinion,Kastoria
CCXCIV;Hermès;Výronas,Kamatero,Xanthi,Thessalonique,Kastoria,Ano Liossia
CCXCV;Hébé;Théra,Agrinion,Monemvasia,Eyosmos,Argos,Orestiáda,Trikala,Ierapetra,Sparte,Kavala,Saloniki,Nea Smyrni,Nauplie
CCXCVI;Héraclès;Rhodes,Karditsa,Výronas,Souflí,Eyosmos,Psychico,Réthymnon,Alexandroúpoli,Kordelio,La Canée
CCXCVII;Tyché;Porto Héli,Amfissa,Karditsa,Argos,Porto Héli,Agios Nikolaos,Arta,Nea Ionia
CCXCVIII;Dionysos;Ioannina,Porto Héli,Komotiní,Trikala,Amfissa,Argos
CCXCIX;Métis;Iolkos,Athènes,Karditsa,Souflí,Kastoria,Corinthe,Kavala,Komotiní,Kastoria
CCC;Tyché;Kamatero,Argos,Nea Smyrni,Alonistena,Athènes,Mykonos
CCCI;Chloris;Corfou,Kefalonia,Nea Smyrni,Xanthi,Monemvasia,Héraklion,Kalamata,Rhodes,Keratsini,Filothei,Arta
CCCII;Éole;Héraklion,Saloniki,Théra,Ierapetra,Nikaia,Zefyri
CCCIII;Rhadamanthe;Psychico,Ioannina
CCCIV;Pan;Héraklion,Kalamata,Ermoúpoli,Corfou,Amfissa
CCCV;Pan;Olympie,Kefalonia,Théra,Rhodes,Amfissa,Kamatero,Monemvasia,Kalamata
CCCVI;Aphrodite;Volos,Agios Nikolaos,Stravroupoli,Psychico,Lamía
CCCVII;Tyché;Héraklion,Eyosmos,Souflí,Olympie,Zefyri,Xanthi,Iolkos
CCCVIII;Borée;Trikala,Iolkos,Kalamata,Kateríni,Karditsa,La Canée,Thessalonique,Réthymnon,Komotiní,Kamatero
CCCIX;Tyché;Nauplie,Alexandroúpoli,Filothei,Filothei,Orestiáda,Kefalonia,Kavala
CCCX;Athéna;Mykonos,Kalamaria,Souflí,Kalamaria,Mégara,Nea Ionia,Athènes,Théra
CCCXI;Rhéa;Delphes,Alonistena,La Canée,Volos,Orestiáda,Argos,Výronas,Athènes,Kalamaria,Héraklion,Ermoúpoli
CCCXII;Borée;Amfissa,Kalamata,Výronas,Eyosmos,Kamatero,Saloniki,Lamía,Kavala
CCCXIII;Éris;Ano Liossia,Sparte,Agios Nikolaos,Mykonos,Pylaia,Réthymnon,Amfissa,Filothei,Monemvasia
CCCXIV;Hygie;Saloniki,Kavala,Kordelio
CCCXV;Hygie;Drama,Volos
CCCXVI;Ploutos;Nikaia,Volos,Olympie,Ermoúpoli,Olympie,Nauplie,Athènes,Nea Ionia,Stravroupoli,Corinthe,Drama,Iolkos,Filothei,Ierapetra,Stravroupoli,Saloniki,Alexandroúpoli
CCCXVII;Thémis;Théra,Alonistena,Výronas,Nauplie,Kefalonia,Kefalonia,Kefalonia,Lamía,Corinthe
CCCXVIII;Éole;Ermoúpoli,Ermoúpoli,Iolkos,Souflí,Ioannina,Iolkos,Mégara
CCCXIX;Ouranos;Sparte,Nea Ionia,Corinthe,Drama,Ioannina,Kalamaria,Ano Liossia,Kefalonia
CCCXX;Até;Sparte,Le Pirée,Nea Smyrni,Nikaia,Drama,Monemvasia,Stravroupoli,Héraklion
CCCXXI;Hestia;Le Pirée,Patras,Kastoria
CCCXXII;Zéphyr;Iolkos,Karditsa,Nikaia,Pylaia,Réthymnon,Amfissa,Keratsini,Výronas,Alonistena,Nea Smyrni,Eyosmos,Lamía,Athènes,Aegio
CCCXXIII;Héraclès;Héraklion,Ierapetra,Agrinion,Corfou
CCCXXIV;Borée;Xanthi,Kalamaria,Nauplie
CCCXXV;Hermès;Héraklion,Mégara,Kordelio,Kefalonia,Kefalonia,Kalamaria,Kateríni,Le Pirée,Ano Liossia,Kalamata,Drama,Corfou,Athènes,Trikala,Athènes,Ioannina,Drama
CCCXXVI;Hécate;Olympie,Réthymnon,Souflí,Nikaia,Alonistena,Agrinion,Arta,Héraklion,Héraklion,Théra,Výronas,Volos
CCCXXVII;Dionysos;Athènes,Kateríni
CCCXXVIII;Héphaïstos;Thèbes,Aegio,Kavala,Agrinion,Kateríni,Filothei,Théra,Lamía,Iolkos,Orestiáda,Ano Liossia,Ioannina,Trikala,Alexandroúpoli,Ierapetra,Orestiáda
CCCXXIX;Asclépios;Alexandroúpoli,Rhodes,Ermoúpoli,Pylaia,Nauplie
CCCXXX;Océanos;Nea Smyrni,Nikaia,Mégara,Orestiáda,Mégara
CCCXXXI;Ploutos;Filothei,Orestiáda
CCCXXXII;Achlys;Lamía,Volos,Sparte,Monemvasia,Komotiní
CCCXXXIII;Thétis;Porto Héli,Corinthe,Nea Smyrni,Kozani
CCCXXXIV;Perséphone;Patras,Alonistena,Corfou,Ioannina,Psychico,Volos,Ano Liossia,Kefalonia,La Canée
CCCXXXV;Triton;Agrinion,Kamatero,Corfou,Komotiní,Sparte,Volos,Stravroupoli,Rhodes,Nikaia,Saloniki,Nikaia,Thessalonique,Lamía
CCCXXXVI;Arès;Agrinion,Eyosmos,Nea Ionia,Agios Nikolaos,Sparte,Výronas,Nea Smyrni,Keratsini,La Canée,Kordelio
CCCXXXVII;Thétis;Alonistena,Kefalonia,Drama,Arta,Corfou,Kefalonia,Corfou,Kefalonia,Larissa,Lamía,Olympie,Ermoúpoli,Volos
CCCXXXVIII;Hestia;Eyosmos,Patras,Ermoúpoli,Thessalonique,Alexandroúpoli,Karditsa,Souflí
CCCXXXIX;Cronos;Ierapetra,Agrinion,Kefalonia,Kozani,Pylaia,Amfissa,Rhodes,Le Pirée,Agios Nikolaos,Agrinion,Lamía,Xanthi
CCCXL;Hestia;Patras,Stravroupoli,Stravroupoli,Výronas,Ioannina,Kateríni
CCCXLI;Ploutos;Lamía,Nea Smyrni,Karditsa,Iolkos
CCCXLII;Éris;Kastoria,Aegio,Delphes,Nauplie
CCCXLIII;Triton;Corinthe,Argos,Corfou,Delphes,Kastoria,Nea Ionia,Corinthe,Kefalonia
CCCXLIV;Maïa;Patras,Kavala,Kastoria
CCCXLV;Rhadamanthe;Keratsini,Thèbes,Nauplie,Agios Nikolaos,Héraklion,Sparte
CCCXLVI;Aphrodite;Keratsini,Kalamata,Kordelio,Filothei,Ermoúpoli,Pylaia,Filothei,Výronas
CCCXLVII;Poséidon;Kavala,Kordelio,Patras,Mykonos,Eyosmos,Pylaia,Nikaia
CCCXLVIII;Hermès;Rhodes,Zefyri,Héraklion
CCCXLIX;Hélios;Výronas,Le Pirée,Nea Ionia,Filothei,Saloniki,Ermoúpoli
CCCL;Artémis;Nea Smyrni,Théra,Karditsa,Amfissa,Kordelio,Delphes,Kavala,Nikaia,Souflí,Komotiní,Mégara,Lamía,Mykonos,La Canée,Corinthe
CCCLI;Tyché;Athènes,Kavala,Orestiáda,Argos
CCCLII;Charon;Rhodes,Alexandroúpoli,Larissa,Psychico,Mykonos,Sparte,Ano Liossia,Porto Héli,Arta,La Canée,Nea Smyrni,Alonistena,Nauplie
CCCLIII;Océanos;Ermoúpoli,Mykonos,Drama,Xanthi,Nauplie,Kalamata,Rhodes,Mégara,Le Pirée,La Canée
CCCLIV;Dionysos;Kateríni,Keratsini,Ano Liossia,Keratsini,Réthymnon,Zefyri,Monemvasia,Nea Ionia,Corfou,Corfou,Agios Nikolaos
CCCLV;Thémis;Filothei,Amfissa,Kozani,La Canée,Le Pirée,Iolkos,Kalamaria,Kalamaria,Lamía,Amfissa,Héraklion,Olympie,Kateríni,Ermoúpoli
CCCLVI;Charon;Théra,Trikala,Kefalonia,Réthymnon,Aegio,Le Pirée
CCCLVII;Dionysos;Mykonos,Larissa,Zefyri,Théra,Filothei,Monemvasia
CCCLVIII;Séléné;Argos,Kefalonia,Psychico,Eyosmos,Rhodes,Monemvasia,Nauplie,Nauplie,Saloniki,Kozani,Kamatero,Arta,Arta,Thessalonique,Nea Ionia
CCCLIX;Hadès;Kefalonia,Orestiáda,Arta,Lamía,Ermoúpoli,Kalamaria,La Canée,Kavala,Théra,Zefyri,Ermoúpoli,Souflí
CCCLX;Zéphyr;Xanthi,Nea Smyrni,Filothei
CCCLXI;Charon;Výronas,Kastoria,Lamía,Ano Liossia,Rhodes
CCCLXII;Athéna;Zefyri,Agrinion,Kalamata,Kalamaria,Kavala,Souflí
CCCLXIII;Éos;Kamatero,Corfou,Agrinion,Nea Smyrni,Ioannina,Réthymnon
CCCLXIV;Rhadamanthe;La Canée,Pylaia,Kateríni,Nikaia,Saloniki,Aegio,Athènes,Kalamata,Výronas,La Canée
CCCLXV;Aphrodite;Agios Nikolaos,Amfissa,Théra,Corfou,Komotiní,Komotiní,Trikala,Saloniki,Athènes,Mykonos,Alexandroúpoli
CCCLXVI;Hygie;Nea Ionia,Théra,Corinthe,Aegio,Nea Ionia,Lamía,Nikaia,Komotiní
CCCLXVII;Rhadamanthe;Kozani,Porto Héli
CCCLXVIII;Hermès;Ermoúpoli,Arta,Athènes,Alonistena,Mykonos,Aegio,Nauplie
CCCLXIX;Gaïa;Argos,Porto Héli,Sparte,Kalamata,Drama,Corinthe
CCCLXX;Déméter;Volos,Sparte,Théra,Alexandroúpoli,Athènes,Argos,Lamía,Keratsini
CCCLXXI;Éris;Aegio,Kastoria,Corinthe,Alexandroúpoli,Kateríni,Corfou
CCCLXXII;Gaïa;Patras,Ierapetra,Ierapetra,Théra,Athènes,Psychico
CCCLXXIII;Déméter;Psychico,Le Pirée,Volos,Nikaia,Mégara,Thèbes,Iolkos
CCCLXXIV;Arès;Kalamata,Mégara,Héraklion,Agios Nikolaos,Iolkos,Larissa
CCCLXXV;Charon;Trikala,Rhodes,Agios Nikolaos,Kozani,Kalamata,Thessalonique,Orestiáda,Eyosmos,Kavala,Théra,Kalamata,Argos,Kalamata
CCCLXXVI;Séléné;Athènes,Thessalonique,Arta,Alexandroúpoli,Ierapetra,Théra,Volos,Corinthe,Kastoria,Kastoria,Psychico,Monemvasia,Ermoúpoli,Orestiáda
CCCLXXVII;Zéphyr;Agrinion,Kavala,Kefalonia,Porto Héli,Arta,Kalamaria,Zefyri,Agrinion,Kamatero,Kefalonia,Kavala
CCCLXXVIII;Poséidon;Amfissa,Trikala,Komotiní,Mykonos,Kavala,Agios Nikolaos,Nauplie,Keratsini,Saloniki,Volos,Drama,Héraklion
CCCLXXIX;Athéna;Mykonos,Karditsa,Filothei,Agrinion
CCCLXXX;Éole;Monemvasia,Nauplie,Kordelio,Amfissa,Kordelio,Trikala,Nikaia,Pylaia
CCCLXXXI;Apollon;Thèbes,Thèbes,Argos,Le Pirée,Kavala,Thèbes,Výronas,Psychico,Zefyri,Mégara,Théra,Sparte
CCCLXXXII;Arès;Le Pirée,Psychico,Zefyri,Pylaia,Kateríni,Olympie,Lamía,Drama,Saloniki,Olympie
CCCLXXXIII;Athéna;Athènes,La Canée,Karditsa,Le Pirée,Corinthe,Alexandroúpoli,Rhodes,Lamía,Larissa,Arta
CCCLXXXIV;Asclépios;Porto Héli,Karditsa,Zefyri,Agrinion,Saloniki,Stravroupoli,Corfou,Orestiáda,Filothei
CCCLXXXV;Zéphyr;Ierapetra,Porto Héli,Nikaia,Xanthi,Saloniki,Amfissa,Orestiáda,Aegio,Sparte
CCCLXXXVI;Hadès;Lamía,Théra,Aegio,Porto Héli,Pylaia,Réthymnon,Larissa,Kamatero
CCCLXXXVII;Arès;Nea Smyrni,Athènes,Drama,Ano Liossia,Drama,Héraklion,La Canée,Ano Liossia,Larissa,Kastoria,Kavala,Aegio,Corinthe,Eyosmos,Corfou,Thessalonique,Mykonos
CCCLXXXVIII;Hécate;Agios Nikolaos,Kamatero,Kamatero,Pylaia,Kozani,Pylaia,Alexandroúpoli,Pylaia
CCCLXXXIX;Hygie;Mykonos,Alexandroúpoli,Argos,Psychico,Amfissa,Eyosmos,Nikaia,Nikaia,Nea Ionia,Lamía,Kamatero
CCCXC;Éos;Pylaia,Kamatero,Agrinion,Komotiní,Volos,Rhodes,Corfou
CCCXCI;Rhadamanthe;Agrinion,Alonistena,Patras,Kordelio,Argos,Trikala,Olympie,Thèbes,Kalamata,Agios Nikolaos
CCCXCII;Asclépios;Ano Liossia,Nea Smyrni,Kateríni,Výronas,Le Pirée,Porto Héli,Trikala,Kalamata,Le Pirée,Corinthe,Mykonos,Réthymnon,Mykonos
CCCXCIII;Perséphone;Réthymnon,Héraklion,Xanthi,Alexandroúpoli,Arta,Psychico,Ano Liossia,Athènes,Agios Nikolaos,Pylaia,Karditsa
CCCXCIV;Chloris;Kateríni,Kalamaria,Iolkos,Xanthi,Psychico,Réthymnon,Nea Smyrni,Agios Nikolaos,Nauplie,Trikala
CCCXCV;Artémis;Olympie,Kamatero,Nea Smyrni,Kateríni,Komotiní,Mykonos,Corinthe,Stravroupoli,Athènes,Kastoria,Sparte
CCCXCVI;Métis;Delphes,Komotiní,Sparte,Kordelio,Kavala,Orestiáda,Ierapetra,Kozani,Keratsini,Kalamaria,Saloniki,Kalamaria,Thèbes
CCCXCVII;Chloris;Théra,Iolkos,Ermoúpoli,Aegio,Porto Héli,Rhodes,Kozani,Kateríni,Olympie,Mykonos,Sparte,Alonistena
CCCXCVIII;Thétis;Nikaia,Souflí,Corinthe,Le Pirée
CCCXCIX;Hermès;Souflí,Argos,Kastoria
CD;Minos;Stravroupoli,Athènes,Psychico,Kefalonia,Orestiáda,Nikaia
CDI;Apollon;Agrinion,Kamatero,Ioannina,Kefalonia,Kalamaria
CDII;Priape;Filothei,Kordelio,Orestiáda,Aegio,Kalamaria,Rhodes,Argos,Drama,Komotiní,Thèbes,Delphes,Souflí
CDIII;Atlas;Kordelio,Orestiáda,Athènes,Stravroupoli,Filothei
CDIV;Thétis;Souflí,Aegio,Kastoria,Výronas,Théra,Ermoúpoli
CDV;Minos;Théra,Kefalonia,Filothei
CDVI;Océanos;Stravroupoli,Pylaia,Monemvasia,Ierapetra,Ermoúpoli,Kalamaria,Kordelio,Nauplie,Volos,Porto Héli
CDVII;Asclépios;Trikala,Agrinion,Eyosmos,Drama,Nea Smyrni,Nauplie
CDVIII;Cronos;Zefyri,Alexandroúpoli,Argos,Argos,Nea Smyrni,Xanthi,Ioannina,Thessalonique,Eyosmos
CDIX;Rhéa;Kamatero,Kalamata,Réthymnon,Kavala,Athènes,Kavala,Drama,Nikaia,Olympie,Psychico,Sparte,Réthymnon
CDX;Até;Amfissa,Kalamata,Kalamaria,Zefyri,Psychico,Thèbes,Lamía,Corinthe
CDXI;Tyché;Psychico,Réthymnon,Ioannina,Kefalonia,Larissa,Réthymnon,Héraklion,Orestiáda
CDXII;Pan;Rhodes,Eyosmos,Drama,Ierapetra
CDXIII;Rhéa;Trikala,Kateríni,Souflí,Xanthi,Larissa,Larissa,Kozani
CDXIV;Thétis;Aegio,Kastoria,Ioannina,Mykonos,Nea Smyrni,Porto Héli,Kavala,Orestiáda,Rhodes
CDXV;Cronos;Aegio,Aegio,Patras,Réthymnon,Kalamata,Kefalonia
CDXVI;Borée;Psychico,Nikaia,Nikaia,Alexandroúpoli,Karditsa,Souflí,Porto Héli
CDXVII;Poséidon;Kavala,Thessalonique,Keratsini,Arta,Drama,Mykonos,Mégara
CDXVIII;Éole;Agios Nikolaos,Arta,Nea Ionia,Alexandroúpoli,Stravroupoli,Zefyri,Lamía,Amfissa
CDXIX;Poséidon;Lamía,Orestiáda,Arta,Larissa,Nea Smyrni,Kamatero,Amfissa,Kozani,Olympie,Théra,Kordelio,Alonistena,Xanthi,Porto Héli
CDXX;Pan;Lamía,Héraklion,Kalamata,Agios Nikolaos,Mégara,Olympie,Kordelio,Théra,Réthymnon,Arta,Corfou,Orestiáda
CDXXI;Priape;Xanthi,Orestiáda,Arta,Orestiáda,Kordelio,Keratsini,Réthymnon,Thèbes
CDXXII;Hygie;Kalamata,Saloniki,Porto Héli,Alexandroúpoli,Orestiáda,Mégara,Zefyri,Monemvasia
CDXXIII;Ploutos;Lamía,Argos,Thessalonique,Iolkos,Zefyri,Volos,Xanthi,Eyosmos,Trikala,Keratsini,Kavala,Filothei
CDXXIV;Perséphone;Eyosmos,Thèbes,Alonistena,Aegio,Nea Smyrni
CDXXV;Héphaïstos;Mykonos,Monemvasia,Patras,Stravroupoli,Komotiní,Aegio,Alonistena,Kalamata
CDXXVI;Hygie;Ierapetra,Ano Liossia,Volos
CDXXVII;Triton;Souflí,Agrinion,Thessalonique,Réthymnon,Xanthi,Volos,Thèbes,Rhodes,Kateríni
CDXXVIII;Asclépios;Nikaia,Amfissa,Larissa,Delphes,Sparte,Larissa,Volos,Výronas,Ano Liossia,Lamía,Trikala,Nea Smyrni,Kalamata
CDXXIX;Séléné;Delphes,Stravroupoli,Trikala,Agrinion,Stravroupoli,Kefalonia,La Canée,Výronas,Corfou
CDXXX;Borée;Pylaia,Kamatero,Le Pirée,Pylaia,Xanthi,Kalamaria,Théra,Zefyri,Ierapetra,Eyosmos,Filothei,Monemvasia,Keratsini,Trikala,Larissa
CDXXXI;Hermès;Kastoria,Alexandroúpoli,Arta,Olympie,Drama,Agios Nikolaos,Výronas
CDXXXII;Héraclès;Pylaia,Amfissa,Kalamaria,Nea Ionia
CDXXXIII;Océanos;Larissa,Delphes,Agrinion,Larissa,Delphes,Kalamata,Kastoria,Aegio
CDXXXIV;Poséidon;Argos,Mégara,Xanthi,Kordelio,Mykonos,Olympie,Xanthi,Rhodes,Keratsini,Théra,Athènes,Ermoúpoli,Kalamaria
CDXXXV;Rhéa;Zefyri,La Canée,Souflí,Thessalonique
CDXXXVI;Hestia;Alexandroúpoli,Kefalonia,Kozani,Patras,Iolkos,Amfissa,Kalamata
CDXXXVII;Maïa;Ermoúpoli,Psychico,Keratsini,Réthymnon,Zefyri,Amfissa,Komotiní,Nikaia
CDXXXVIII;Éole;Ano Liossia,Lamía
CDXXXIX;Triton;Karditsa,Komotiní,Souflí,Stravroupoli,Psychico,Corfou,Volos,Keratsini,Kavala
CDXL;Cronos;Výronas,Nea Ionia,Kateríni,Corinthe,Stravroupoli,Mégara,Rhodes
CDXLI;Hécate;Lamía,Arta,Souflí,Nikaia,Nea Ionia,Psychico,Iolkos,Stravroupoli,Lamía,Argos,Kastoria,Thèbes,Ano Liossia
CDXLII;Morphée;Karditsa,Arta,Monemvasia,Rhodes,Filothei,Patras,Orestiáda
CDXLIII;Hygie;Agrinion,Thèbes,Kavala,Kalamaria,Kozani,La Canée,Orestiáda,Héraklion,Amfissa,Réthymnon,Orestiáda,Héraklion,Mégara
CDXLIV;Hélios;Arta,Héraklion,Nikaia,Corfou,Kalamaria,Nauplie,Nea Ionia,Alexandroúpoli,Zefyri
CDXLV;Métis;Ierapetra,Ioannina,Nea Smyrni,Lamía,Ano Liossia,Souflí,Ierapetra,Porto Héli,Kamatero,Delphes
CDXLVI;Déméter;Larissa,Kefalonia,Ermoúpoli,Kalamata,Mégara
CDXLVII;Métis;Delphes,Ioannina,Kefalonia,Rhodes,Porto Héli,Nea Smyrni,Arta,Alexandroúpoli,Arta,Lamía,Porto Héli,Porto Héli,Ioannina,Amfissa,Le Pirée,Argos,Ierapetra,Eyosmos,Kalamaria
CDXLVIII;Léto;Stravroupoli,Nikaia,Zefyri,Mégara,Patras
CDXLIX;Héphaïstos;Le Pirée,Karditsa,Orestiáda,Thessalonique,Agrinion,Psychico
CDL;Hermès;Delphes,Kavala,Trikala,Kateríni,Pylaia,Saloniki,Ano Liossia,Alexandroúpoli,La Canée,Olympie,La Canée,Corinthe,Výronas,Corfou
CDLI;Héra;Pylaia,Pylaia,Sparte,Kavala,Orestiáda,Nauplie
CDLII;Rhadamanthe;Théra,Olympie,Volos,Kavala,Nauplie,Théra,Výronas,Lamía
CDLIII;Athéna;Xanthi,Ano Liossia,Saloniki,Kavala,Výronas,Komotiní,Kordelio,Corfou,Trikala,Kateríni,Mégara,Psychico
CDLIV;Rhadamanthe;Rhodes,Keratsini,Kordelio,Ioannina,Olympie,Drama,Xanthi,Eyosmos,Lamía,Ermoúpoli,Saloniki
